Fri, 23 Oct 15 10:31:51 +0000 | get_tweets.php -> __construct | Unable to connect to DB | attempted connection to 140dev
Tue, 03 Nov 15 16:06:35 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661492156004212736' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661492156004212736, tweet_text = "Sale which you cannot ignore. Shop more and #ZyadaBachao @ShopClues https://t.co/WB4W3IuV4i", created_at = "2015-11-03 16:06:34", geo_lat = 0, geo_long = 0, user_id = 293500969, screen_name = "ElectrifyingWWE", name = "SUBRAT ⚡", profile_image_url = "http://pbs.twimg.com/profile_images/641778774489497604/lhL5BKCQ_normal.jpg", is_rt = 0
Tue, 03 Nov 15 16:06:35 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661492156004212736' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661492156004212736, tweet_text = "Sale which you cannot ignore. Shop more and #ZyadaBachao @ShopClues https://t.co/WB4W3IuV4i", created_at = "2015-11-03 16:06:34", geo_lat = 0, geo_long = 0, user_id = 293500969, screen_name = "ElectrifyingWWE", name = "SUBRAT ⚡", profile_image_url = "http://pbs.twimg.com/profile_images/641778774489497604/lhL5BKCQ_normal.jpg", is_rt = 0
Tue, 03 Nov 15 16:06:37 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661492164568838145' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661492164568838145, tweet_text = "Guys check Awesome products at great price only on #ZyadaBachao sale on @ShopClues you just cant afford to miss. https://t.co/B4C2Xvx4ta …", created_at = "2015-11-03 16:06:36", geo_lat = 0, geo_long = 0, user_id = 2352135794, screen_name = "DipanG118", name = "Dipanwita Goswami", profile_image_url = "http://pbs.twimg.com/profile_images/647655212912504832/T6nKiwP6_normal.jpg", is_rt = 0
Tue, 03 Nov 15 16:06:54 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661492236920750080' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661492236920750080, tweet_text = "Shopping time people, I\'m going crazy.  #ZyadaBachao @ShopClues https://t.co/WB4W3IuV4i", created_at = "2015-11-03 16:06:53", geo_lat = 0, geo_long = 0, user_id = 293500969, screen_name = "ElectrifyingWWE", name = "SUBRAT ⚡", profile_image_url = "http://pbs.twimg.com/profile_images/641778774489497604/lhL5BKCQ_normal.jpg", is_rt = 0
Tue, 03 Nov 15 16:06:57 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661492249017114624' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661492249017114624, tweet_text = "Shop Till Your Last Breath On @ShopClues And #ZyadaBachao . Amazing Deals https://t.co/Af6Io5Y9Ey …", created_at = "2015-11-03 16:06:56", geo_lat = 0, geo_long = 0, user_id = 2352135794, screen_name = "DipanG118", name = "Dipanwita Goswami", profile_image_url = "http://pbs.twimg.com/profile_images/647655212912504832/T6nKiwP6_normal.jpg", is_rt = 0
Tue, 03 Nov 15 16:07:01 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '75209073' for key 'PRIMARY' | INSERT INTO users SET screen_name = "Back2Himanshu", profile_image_url = "http://pbs.twimg.com/profile_images/629566522109751296/tlWZguSP_normal.jpg", user_id = 75209073, name = "loveudear", location = "", url = "", description = "Ready to serve the nation without any Hasitation", created_at = "2009-09-18 11:03:18", followers_count = 144, friends_count = 1089, statuses_count = 23216, time_zone = "New Delhi", last_update = "2015-11-03 16:07:00"
Tue, 03 Nov 15 16:07:01 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661492265731252224' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661492265731252224, tweet_text = "@reebokindia  #StayTuned to our handle for the results. #GetPumped!", created_at = "2015-11-03 16:07:00", geo_lat = 0, geo_long = 0, user_id = 75209073, screen_name = "Back2Himanshu", name = "loveudear", profile_image_url = "http://pbs.twimg.com/profile_images/629566522109751296/tlWZguSP_normal.jpg", is_rt = 0
Tue, 03 Nov 15 16:07:01 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '75209073' for key 'PRIMARY' | INSERT INTO users SET screen_name = "Back2Himanshu", profile_image_url = "http://pbs.twimg.com/profile_images/629566522109751296/tlWZguSP_normal.jpg", user_id = 75209073, name = "loveudear", location = "", url = "", description = "Ready to serve the nation without any Hasitation", created_at = "2009-09-18 11:03:18", followers_count = 144, friends_count = 1089, statuses_count = 23216, time_zone = "New Delhi", last_update = "2015-11-03 16:07:00"
Tue, 03 Nov 15 16:07:01 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661492265731252224' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661492265731252224, tweet_text = "@reebokindia  #StayTuned to our handle for the results. #GetPumped!", created_at = "2015-11-03 16:07:00", geo_lat = 0, geo_long = 0, user_id = 75209073, screen_name = "Back2Himanshu", name = "loveudear", profile_image_url = "http://pbs.twimg.com/profile_images/629566522109751296/tlWZguSP_normal.jpg", is_rt = 0
Tue, 03 Nov 15 16:07:02 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661492272060481536' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661492272060481536, tweet_text = "#GetPumped I have Reebok sports shoes &amp; track Suit ! Reebok stuff is excellent ! I want to buy one more track suit in very bright color !!!", created_at = "2015-11-03 16:07:02", geo_lat = 0, geo_long = 0, user_id = 365905909, screen_name = "chavinanupam", name = "anupam", profile_image_url = "http://pbs.twimg.com/profile_images/660802310444978176/EE-TYSWh_normal.jpg", is_rt = 0
Tue, 03 Nov 15 16:07:02 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661492272060481536' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661492272060481536, tweet_text = "#GetPumped I have Reebok sports shoes &amp; track Suit ! Reebok stuff is excellent ! I want to buy one more track suit in very bright color !!!", created_at = "2015-11-03 16:07:02", geo_lat = 0, geo_long = 0, user_id = 365905909, screen_name = "chavinanupam", name = "anupam", profile_image_url = "http://pbs.twimg.com/profile_images/660802310444978176/EE-TYSWh_normal.jpg", is_rt = 0
Tue, 03 Nov 15 16:07:09 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661492297888960512' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661492297888960512, tweet_text = "RT @reebokindia: The #GetPumped contest is closed now. Thanks for participating, winners will be announced soon. #StayTuned.", created_at = "2015-11-03 16:07:08", geo_lat = 0, geo_long = 0, user_id = 75209073, screen_name = "Back2Himanshu", name = "loveudear", profile_image_url = "http://pbs.twimg.com/profile_images/629566522109751296/tlWZguSP_normal.jpg", is_rt = 1
Tue, 03 Nov 15 16:07:09 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661492297888960512' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661492297888960512, tweet_text = "RT @reebokindia: The #GetPumped contest is closed now. Thanks for participating, winners will be announced soon. #StayTuned.", created_at = "2015-11-03 16:07:08", geo_lat = 0, geo_long = 0, user_id = 75209073, screen_name = "Back2Himanshu", name = "loveudear", profile_image_url = "http://pbs.twimg.com/profile_images/629566522109751296/tlWZguSP_normal.jpg", is_rt = 1
Tue, 03 Nov 15 16:07:15 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661492322673164288' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661492322673164288, tweet_text = "@reebokindia  #StayTuned to our handle for the results. #GetPumped!", created_at = "2015-11-03 16:07:14", geo_lat = 0, geo_long = 0, user_id = 75209073, screen_name = "Back2Himanshu", name = "loveudear", profile_image_url = "http://pbs.twimg.com/profile_images/629566522109751296/tlWZguSP_normal.jpg", is_rt = 0
Tue, 03 Nov 15 16:07:21 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661492349814509568' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661492349814509568, tweet_text = "@ShopClues #ZyadaBachao\nTrending on top!! @nivedithg https://t.co/3yB4qKA1nv", created_at = "2015-11-03 16:07:20", geo_lat = 0, geo_long = 0, user_id = 417040590, screen_name = "TazyeenKhan", name = "☆←Miss Magical→☆", profile_image_url = "http://pbs.twimg.com/profile_images/661164077712932864/7_soihxs_normal.jpg", is_rt = 0
Tue, 03 Nov 15 16:07:21 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661492349814509568' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661492349814509568, tweet_text = "@ShopClues #ZyadaBachao\nTrending on top!! @nivedithg https://t.co/3yB4qKA1nv", created_at = "2015-11-03 16:07:20", geo_lat = 0, geo_long = 0, user_id = 417040590, screen_name = "TazyeenKhan", name = "☆←Miss Magical→☆", profile_image_url = "http://pbs.twimg.com/profile_images/661164077712932864/7_soihxs_normal.jpg", is_rt = 0
Tue, 03 Nov 15 16:07:29 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661492385499758592' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661492385499758592, tweet_text = "Iam buying gifts for everyone this festive season!\n#ZyadaBachao with @ShopClues \nhttps://t.co/7x98tM2El3", created_at = "2015-11-03 16:07:29", geo_lat = 0, geo_long = 0, user_id = 65357007, screen_name = "ankitsalgiya", name = "ankit", profile_image_url = "http://pbs.twimg.com/profile_images/660107994646974465/CLHVkxfp_normal.jpg", is_rt = 0
Tue, 03 Nov 15 16:07:46 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661492455922012161' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661492455922012161, tweet_text = "RT @reebokindia: Half an hour to go. Keep tweeting! :) #GetPumped", created_at = "2015-11-03 16:07:46", geo_lat = 0, geo_long = 0, user_id = 75209073, screen_name = "Back2Himanshu", name = "loveudear", profile_image_url = "http://pbs.twimg.com/profile_images/629566522109751296/tlWZguSP_normal.jpg", is_rt = 1
Tue, 03 Nov 15 16:07:52 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661492478126764032' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661492478126764032, tweet_text = "Get the best Shopping experience. Start shopping and #ZyadaBachao @ShopClues https://t.co/WB4W3IuV4i", created_at = "2015-11-03 16:07:51", geo_lat = 0, geo_long = 0, user_id = 293500969, screen_name = "ElectrifyingWWE", name = "SUBRAT ⚡", profile_image_url = "http://pbs.twimg.com/profile_images/641778774489497604/lhL5BKCQ_normal.jpg", is_rt = 0
Tue, 03 Nov 15 16:08:07 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661492541066362880' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661492541066362880, tweet_text = "RT @reebokindia: Can you name the shoe that adapts to you and gives a custom fit?\nTell us for a chance to WIN the all-new Reebok ZPump. #Ge…", created_at = "2015-11-03 16:08:06", geo_lat = 0, geo_long = 0, user_id = 75209073, screen_name = "Back2Himanshu", name = "loveudear", profile_image_url = "http://pbs.twimg.com/profile_images/629566522109751296/tlWZguSP_normal.jpg", is_rt = 1
Tue, 03 Nov 15 16:08:20 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661492600344416256' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661492600344416256, tweet_text = "SGPGI recruitment 2015 notification 83 senior resident post https://t.co/uPq0wnw6KE #madeofgreat #ZyadaBachao #GetPumped #Volini360", created_at = "2015-11-03 16:08:20", geo_lat = 0, geo_long = 0, user_id = 3147435172, screen_name = "Yuvaspeak", name = "yuvaspeak.com", profile_image_url = "http://pbs.twimg.com/profile_images/586101466403708928/ar3DWLwa_normal.jpg", is_rt = 0
Tue, 03 Nov 15 16:08:20 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661492600344416256' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661492600344416256, tweet_text = "SGPGI recruitment 2015 notification 83 senior resident post https://t.co/uPq0wnw6KE #madeofgreat #ZyadaBachao #GetPumped #Volini360", created_at = "2015-11-03 16:08:20", geo_lat = 0, geo_long = 0, user_id = 3147435172, screen_name = "Yuvaspeak", name = "yuvaspeak.com", profile_image_url = "http://pbs.twimg.com/profile_images/586101466403708928/ar3DWLwa_normal.jpg", is_rt = 0
Tue, 03 Nov 15 16:08:25 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661492613418086400' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661492613418086400, tweet_text = "Now Shopping is super fun with @ShopClues #ZyadaBachao Sale https://t.co/HNutL21S3i .…", created_at = "2015-11-03 16:08:23", geo_lat = 0, geo_long = 0, user_id = 2352135794, screen_name = "DipanG118", name = "Dipanwita Goswami", profile_image_url = "http://pbs.twimg.com/profile_images/647655212912504832/T6nKiwP6_normal.jpg", is_rt = 0
Tue, 03 Nov 15 16:08:27 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661492618640117761' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661492618640117761, tweet_text = "Now Shopping is super fun with @ShopClues #ZyadaBachao Sale https://t.co/cueciEsXEs .…", created_at = "2015-11-03 16:08:24", geo_lat = 0, geo_long = 0, user_id = 2352135794, screen_name = "DipanG118", name = "Dipanwita Goswami", profile_image_url = "http://pbs.twimg.com/profile_images/647655212912504832/T6nKiwP6_normal.jpg", is_rt = 0
Tue, 03 Nov 15 16:08:27 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661492618640117761' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661492618640117761, tweet_text = "Now Shopping is super fun with @ShopClues #ZyadaBachao Sale https://t.co/cueciEsXEs .…", created_at = "2015-11-03 16:08:24", geo_lat = 0, geo_long = 0, user_id = 2352135794, screen_name = "DipanG118", name = "Dipanwita Goswami", profile_image_url = "http://pbs.twimg.com/profile_images/647655212912504832/T6nKiwP6_normal.jpg", is_rt = 0
Tue, 03 Nov 15 16:08:28 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '436652553' for key 'PRIMARY' | INSERT INTO users SET screen_name = "Rajendra9Prasad", profile_image_url = "http://pbs.twimg.com/profile_images/656316563482525696/t5lQr4DU_normal.jpg", user_id = 436652553, name = "♡♥•.. Prasad_Raj", location = "SUper ", url = "", description = "", created_at = "2011-12-14 17:24:58", followers_count = 615, friends_count = 1853, statuses_count = 287267, time_zone = "New Delhi", last_update = "2015-11-03 16:08:25"
Tue, 03 Nov 15 16:08:28 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661492622377127936' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661492622377127936, tweet_text = "RT @reebokindia: 10 mins to go. Keep pouring in your tweets! :D #GetPumped", created_at = "2015-11-03 16:08:25", geo_lat = 0, geo_long = 0, user_id = 436652553, screen_name = "Rajendra9Prasad", name = "♡♥•.. Prasad_Raj", profile_image_url = "http://pbs.twimg.com/profile_images/656316563482525696/t5lQr4DU_normal.jpg", is_rt = 1
Tue, 03 Nov 15 16:08:45 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661492697488822272' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661492697488822272, tweet_text = "Get 37% off on Pigeon Super 3.2 L Air Fryer when u shop frm @ShopClues during #ZyadaBachao Sale https://t.co/QcDLP4QhNq …", created_at = "2015-11-03 16:08:43", geo_lat = 0, geo_long = 0, user_id = 2352135794, screen_name = "DipanG118", name = "Dipanwita Goswami", profile_image_url = "http://pbs.twimg.com/profile_images/647655212912504832/T6nKiwP6_normal.jpg", is_rt = 0
Tue, 03 Nov 15 16:08:57 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661492746218135552' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661492746218135552, tweet_text = "@reebokindia Be absolutely positive. Stay determined. Never give up #GetPumped #GetPumped #GetPumped #GetPumped #GetPumped #GetPumped 1", created_at = "2015-11-03 16:08:55", geo_lat = 0, geo_long = 0, user_id = 436652553, screen_name = "Rajendra9Prasad", name = "♡♥•.. Prasad_Raj", profile_image_url = "http://pbs.twimg.com/profile_images/656316563482525696/t5lQr4DU_normal.jpg", is_rt = 0
Tue, 03 Nov 15 16:08:57 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661492746218135552' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661492746218135552, tweet_text = "@reebokindia Be absolutely positive. Stay determined. Never give up #GetPumped #GetPumped #GetPumped #GetPumped #GetPumped #GetPumped 1", created_at = "2015-11-03 16:08:55", geo_lat = 0, geo_long = 0, user_id = 436652553, screen_name = "Rajendra9Prasad", name = "♡♥•.. Prasad_Raj", profile_image_url = "http://pbs.twimg.com/profile_images/656316563482525696/t5lQr4DU_normal.jpg", is_rt = 0
Tue, 03 Nov 15 16:09:05 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661492779286163456' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661492779286163456, tweet_text = "#ZyadaBachao Is full of surprises,just get best deals on each and every products @ShopClues https://t.co/oHadaJBjxV", created_at = "2015-11-03 16:09:03", geo_lat = 0, geo_long = 0, user_id = 2352135794, screen_name = "DipanG118", name = "Dipanwita Goswami", profile_image_url = "http://pbs.twimg.com/profile_images/647655212912504832/T6nKiwP6_normal.jpg", is_rt = 0
Tue, 03 Nov 15 16:09:05 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661492775909650432' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661492775909650432, tweet_text = "#ZyadaBachao Is full of surprises,just get best deals on each and every products @ShopClues https://t.co/HNutL21S3i", created_at = "2015-11-03 16:09:02", geo_lat = 0, geo_long = 0, user_id = 2352135794, screen_name = "DipanG118", name = "Dipanwita Goswami", profile_image_url = "http://pbs.twimg.com/profile_images/647655212912504832/T6nKiwP6_normal.jpg", is_rt = 0
Tue, 03 Nov 15 16:09:08 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661492791403409408' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661492791403409408, tweet_text = "RT @reebokindia: The #GetPumped contest is closed now. Thanks for participating, winners will be announced soon. #StayTuned.", created_at = "2015-11-03 16:09:06", geo_lat = 0, geo_long = 0, user_id = 436652553, screen_name = "Rajendra9Prasad", name = "♡♥•.. Prasad_Raj", profile_image_url = "http://pbs.twimg.com/profile_images/656316563482525696/t5lQr4DU_normal.jpg", is_rt = 1
Tue, 03 Nov 15 16:09:08 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661492791403409408' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661492791403409408, tweet_text = "RT @reebokindia: The #GetPumped contest is closed now. Thanks for participating, winners will be announced soon. #StayTuned.", created_at = "2015-11-03 16:09:06", geo_lat = 0, geo_long = 0, user_id = 436652553, screen_name = "Rajendra9Prasad", name = "♡♥•.. Prasad_Raj", profile_image_url = "http://pbs.twimg.com/profile_images/656316563482525696/t5lQr4DU_normal.jpg", is_rt = 1
Tue, 03 Nov 15 16:09:14 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '2472020563' for key 'PRIMARY' | INSERT INTO users SET screen_name = "CyraceDotCom", profile_image_url = "http://pbs.twimg.com/profile_images/640772035862355968/nyiMh-nC_normal.jpg", user_id = 2472020563, name = "Cyrace", location = "World ", url = "http://Cyrace.com", description = "http://Cyrace.com is a news and technology website that covers everything happening around in the world.", created_at = "2014-05-01 11:20:41", followers_count = 13940, friends_count = 7166, statuses_count = 48134, time_zone = "Karachi", last_update = "2015-11-03 16:09:13"
Tue, 03 Nov 15 16:09:14 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661492821745131520' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661492821745131520, tweet_text = "Maps That Will Change How You See The World. No India in the World Map.\n Link: https://t.co/qv48gh8qXh\n\n#ZyadaBachao https://t.co/wfmGTVPsBb", created_at = "2015-11-03 16:09:13", geo_lat = 0, geo_long = 0, user_id = 2472020563, screen_name = "CyraceDotCom", name = "Cyrace", profile_image_url = "http://pbs.twimg.com/profile_images/640772035862355968/nyiMh-nC_normal.jpg", is_rt = 0
Tue, 03 Nov 15 16:09:14 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '2472020563' for key 'PRIMARY' | INSERT INTO users SET screen_name = "CyraceDotCom", profile_image_url = "http://pbs.twimg.com/profile_images/640772035862355968/nyiMh-nC_normal.jpg", user_id = 2472020563, name = "Cyrace", location = "World ", url = "http://Cyrace.com", description = "http://Cyrace.com is a news and technology website that covers everything happening around in the world.", created_at = "2014-05-01 11:20:41", followers_count = 13940, friends_count = 7166, statuses_count = 48134, time_zone = "Karachi", last_update = "2015-11-03 16:09:13"
Tue, 03 Nov 15 16:09:14 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661492821745131520' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661492821745131520, tweet_text = "Maps That Will Change How You See The World. No India in the World Map.\n Link: https://t.co/qv48gh8qXh\n\n#ZyadaBachao https://t.co/wfmGTVPsBb", created_at = "2015-11-03 16:09:13", geo_lat = 0, geo_long = 0, user_id = 2472020563, screen_name = "CyraceDotCom", name = "Cyrace", profile_image_url = "http://pbs.twimg.com/profile_images/640772035862355968/nyiMh-nC_normal.jpg", is_rt = 0
Tue, 03 Nov 15 16:09:17 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661492831878561792' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661492831878561792, tweet_text = "80 % Off On Perfumes \n#ZyadaBachao @ShopClues\nhttps://t.co/Vl54qmkdYy", created_at = "2015-11-03 16:09:15", geo_lat = 0, geo_long = 0, user_id = 92040824, screen_name = "MIssfilmy_", name = "Sonal Jain", profile_image_url = "http://pbs.twimg.com/profile_images/639832785067204609/QpyfznoE_normal.jpg", is_rt = 0
Tue, 03 Nov 15 16:09:21 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661492842196418560' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661492842196418560, tweet_text = "RT @reebokindia: Half an hour to go. Keep tweeting! :) #GetPumped", created_at = "2015-11-03 16:09:18", geo_lat = 0, geo_long = 0, user_id = 436652553, screen_name = "Rajendra9Prasad", name = "♡♥•.. Prasad_Raj", profile_image_url = "http://pbs.twimg.com/profile_images/656316563482525696/t5lQr4DU_normal.jpg", is_rt = 1
Tue, 03 Nov 15 16:09:21 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661492842196418560' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661492842196418560, tweet_text = "RT @reebokindia: Half an hour to go. Keep tweeting! :) #GetPumped", created_at = "2015-11-03 16:09:18", geo_lat = 0, geo_long = 0, user_id = 436652553, screen_name = "Rajendra9Prasad", name = "♡♥•.. Prasad_Raj", profile_image_url = "http://pbs.twimg.com/profile_images/656316563482525696/t5lQr4DU_normal.jpg", is_rt = 1
Tue, 03 Nov 15 16:09:22 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661492857224597504' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661492857224597504, tweet_text = "Recent high voltage campaigns of @ShopClues on Twitter giving other big e-com players a run for their money! Keep it up! #ZyadaBachao", created_at = "2015-11-03 16:09:21", geo_lat = 0, geo_long = 0, user_id = 1554638947, screen_name = "ContestBoard", name = "Contest Board", profile_image_url = "http://pbs.twimg.com/profile_images/609950690929065984/rKUa-gho_normal.png", is_rt = 0
Tue, 03 Nov 15 16:09:22 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '113071423' for key 'PRIMARY' | INSERT INTO users SET screen_name = "NageshHoysala", profile_image_url = "http://pbs.twimg.com/profile_images/464030061385883650/W5aaSMRP_normal.jpeg", user_id = 113071423, name = "Nagesh P M", location = "Bengaluru", url = "", description = "Egalitarian,Ardent Student of Marketing,Strong believer in India\'s glorious future. Passion rules over profession", created_at = "2010-02-10 21:47:16", followers_count = 274, friends_count = 411, statuses_count = 4654, time_zone = "New Delhi", last_update = "2015-11-03 16:09:20"
Tue, 03 Nov 15 16:09:22 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661492853919498240' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661492853919498240, tweet_text = "RT @Anurag4Bharat: C pic for \nThe reality of SRK overseas \nVs \nThe brutality of SRK in India\n@upma23 @jnsbmi @Tan_Tripathi #GetPumped https…", created_at = "2015-11-03 16:09:20", geo_lat = 0, geo_long = 0, user_id = 113071423, screen_name = "NageshHoysala", name = "Nagesh P M", profile_image_url = "http://pbs.twimg.com/profile_images/464030061385883650/W5aaSMRP_normal.jpeg", is_rt = 1
Tue, 03 Nov 15 16:09:27 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661492877508218880' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661492877508218880, tweet_text = "RT @reebokindia: Last question coming up. Gear up people!!! :D \n#GetPumped and you may win a pair of Reebok ZPump.", created_at = "2015-11-03 16:09:26", geo_lat = 0, geo_long = 0, user_id = 436652553, screen_name = "Rajendra9Prasad", name = "♡♥•.. Prasad_Raj", profile_image_url = "http://pbs.twimg.com/profile_images/656316563482525696/t5lQr4DU_normal.jpg", is_rt = 1
Tue, 03 Nov 15 16:09:31 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661492892872146944' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661492892872146944, tweet_text = "the best offers are knocking at your door with @ShopClues check it out now\n#ZyadaBachao https://t.co/I9Fr1VMt3t", created_at = "2015-11-03 16:09:30", geo_lat = 0, geo_long = 0, user_id = 335873700, screen_name = "promisingace", name = "Manish Lalwani", profile_image_url = "http://pbs.twimg.com/profile_images/657803470871752704/iZEJLiE-_normal.png", is_rt = 0
Tue, 03 Nov 15 16:09:36 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '1028423017' for key 'PRIMARY' | INSERT INTO users SET screen_name = "karan11177", profile_image_url = "http://pbs.twimg.com/profile_images/637268376583204868/Cpol5Adu_normal.jpg", user_id = 1028423017, name = "karan", location = "india", url = "", description = "i never back down from any challenge because a soldier lives by chance loves by choice kills by profession EAT SLEEP WORKOUT CONQUER AND REPEAT #justbringitup", created_at = "2012-12-22 18:01:01", followers_count = 902, friends_count = 795, statuses_count = 105309, time_zone = "New Delhi", last_update = "2015-11-03 16:09:34"
